product_id,product_name,category,brand,supplier_id,unit_price,created_at,updated_at
P01019,Sports Product 1019,SPORTS,PrimeHome,SUP0076,2381.02,2026-09-01 09:00:00,2026-09-01 09:00:00
P01020,Office Product 1020,OFFICE,Apex,SUP0050,2930.57,2026-09-01 09:00:00,2026-09-01 09:00:00
P01021,Grocery Product 1021,GROCERY,PrimeHome,SUP0036,9199.28,2026-09-01 09:00:00,2026-09-01 09:00:00
P01022,Electronics Product 1022,ELECTRONICS,Apex,SUP0008,14948.56,2026-09-01 09:00:00,2026-09-01 09:00:00
P01023,Fashion Product 1023,FASHION,PrimeHome,SUP0069,13014.16,2026-09-01 09:00:00,2026-09-01 09:00:00
P01024,Grocery Product 1024,GROCERY,Zenith,SUP0006,13972.95,2026-09-01 09:00:00,2026-09-01 09:00:00
P01025,Sports Product 1025,SPORTS,Apex,SUP0038,10898.25,2026-09-01 09:00:00,2026-09-01 09:00:00
P01026,Grocery Product 1026,GROCERY,Nova,SUP0030,609.22,2026-09-01 09:00:00,2026-09-01 09:00:00
P01027,Sports Product 1027,SPORTS,Nova,SUP0093,2371.54,2026-09-01 09:00:00,2026-09-01 09:00:00
P01028,Beauty Product 1028,BEAUTY,Nova,SUP0019,6863.54,2026-09-01 09:00:00,2026-09-01 09:00:00
P01029,Home Product 1029,HOME,UrbanCart,SUP0058,788.87,2026-09-01 09:00:00,2026-09-01 09:00:00
P01030,Grocery Product 1030,GROCERY,Vertex,SUP0035,8523.21,2026-09-01 09:00:00,2026-09-01 09:00:00
P01031,Beauty Product 1031,BEAUTY,UrbanCart,SUP0045,2326.57,2026-09-01 09:00:00,2026-09-01 09:00:00
P01032,Grocery Product 1032,GROCERY,Apex,SUP0044,8457.50,2026-09-01 09:00:00,2026-09-01 09:00:00
P01033,Office Product 1033,OFFICE,Zenith,SUP0005,5693.98,2026-09-01 09:00:00,2026-09-01 09:00:00
P01034,Grocery Product 1034,GROCERY,Nova,SUP0057,14532.88,2026-09-01 09:00:00,2026-09-01 09:00:00
P01035,Grocery Product 1035,GROCERY,Nova,SUP0048,13401.62,2026-09-01 09:00:00,2026-09-01 09:00:00
P01036,Grocery Product 1036,GROCERY,Vertex,SUP0082,4166.01,2026-09-01 09:00:00,2026-09-01 09:00:00
P01037,Sports Product 1037,SPORTS,Vertex,SUP0087,7237.75,2026-09-01 09:00:00,2026-09-01 09:00:00
P01038,Electronics Product 1038,ELECTRONICS,Apex,SUP0068,10167.99,2026-09-01 09:00:00,2026-09-01 09:00:00
P01039,Home Product 1039,HOME,Vertex,SUP0086,1653.33,2026-09-01 09:00:00,2026-09-01 09:00:00
P01040,Office Product 1040,OFFICE,UrbanCart,SUP0021,6290.60,2026-09-01 09:00:00,2026-09-01 09:00:00
P01041,Sports Product 1041,SPORTS,PrimeHome,SUP0067,12936.97,2026-09-01 09:00:00,2026-09-01 09:00:00
P01042,Office Product 1042,OFFICE,FreshWay,SUP0029,7843.42,2026-09-01 09:00:00,2026-09-01 09:00:00
P01043,Sports Product 1043,SPORTS,PrimeHome,SUP0053,14275.51,2026-09-01 09:00:00,2026-09-01 09:00:00
P01044,Electronics Product 1044,ELECTRONICS,PrimeHome,SUP0072,5152.70,2026-09-01 09:00:00,2026-09-01 09:00:00
P01045,Fashion Product 1045,FASHION,Vertex,SUP0090,1312.14,2026-09-01 09:00:00,2026-09-01 09:00:00
P01046,Home Product 1046,HOME,UrbanCart,SUP0096,14172.35,2026-09-01 09:00:00,2026-09-01 09:00:00
P01047,Sports Product 1047,SPORTS,UrbanCart,SUP0028,12152.83,2026-09-01 09:00:00,2026-09-01 09:00:00
P01048,Office Product 1048,OFFICE,FreshWay,SUP0015,7049.90,2026-09-01 09:00:00,2026-09-01 09:00:00
P01049,Electronics Product 1049,ELECTRONICS,Zenith,SUP0016,6363.94,2026-09-01 09:00:00,2026-09-01 09:00:00
P01050,Fashion Product 1050,FASHION,UrbanCart,SUP0002,9331.96,2026-09-01 09:00:00,2026-09-01 09:00:00
P01051,Electronics Product 1051,ELECTRONICS,UrbanCart,SUP0023,12076.40,2026-09-01 09:00:00,2026-09-01 09:00:00
P01052,Office Product 1052,OFFICE,FreshWay,SUP0081,11494.84,2026-09-01 09:00:00,2026-09-01 09:00:00
P01053,Fashion Product 1053,FASHION,UrbanCart,SUP0074,4299.80,2026-09-01 09:00:00,2026-09-01 09:00:00
P01054,Office Product 1054,OFFICE,UrbanCart,SUP0067,10188.89,2026-09-01 09:00:00,2026-09-01 09:00:00
P01055,Fashion Product 1055,FASHION,Apex,SUP0029,8873.63,2026-09-01 09:00:00,2026-09-01 09:00:00
P01056,Fashion Product 1056,FASHION,Vertex,SUP0075,11676.03,2026-09-01 09:00:00,2026-09-01 09:00:00
P01057,Beauty Product 1057,BEAUTY,UrbanCart,SUP0063,10436.43,2026-09-01 09:00:00,2026-09-01 09:00:00
P01058,Sports Product 1058,SPORTS,FreshWay,SUP0030,13601.22,2026-09-01 09:00:00,2026-09-01 09:00:00
P01059,Electronics Product 1059,ELECTRONICS,UrbanCart,SUP0004,1994.86,2026-09-01 09:00:00,2026-09-01 09:00:00
P01060,Fashion Product 1060,FASHION,Zenith,SUP0043,4960.38,2026-09-01 09:00:00,2026-09-01 09:00:00
P01061,Grocery Product 1061,GROCERY,Vertex,SUP0050,6317.94,2026-09-01 09:00:00,2026-09-01 09:00:00
P01062,Sports Product 1062,SPORTS,PrimeHome,SUP0048,13505.42,2026-09-01 09:00:00,2026-09-01 09:00:00
P01063,Beauty Product 1063,BEAUTY,PrimeHome,SUP0016,1214.26,2026-09-01 09:00:00,2026-09-01 09:00:00
P01064,Grocery Product 1064,GROCERY,PrimeHome,SUP0028,2757.29,2026-09-01 09:00:00,2026-09-01 09:00:00
P01065,Beauty Product 1065,BEAUTY,Nova,SUP0016,8948.47,2026-09-01 09:00:00,2026-09-01 09:00:00
P01066,Office Product 1066,OFFICE,PrimeHome,SUP0068,8922.42,2026-09-01 09:00:00,2026-09-01 09:00:00
P01067,Fashion Product 1067,FASHION,PrimeHome,SUP0050,14754.15,2026-09-01 09:00:00,2026-09-01 09:00:00
P01068,Grocery Product 1068,GROCERY,Vertex,SUP0084,7708.26,2026-09-01 09:00:00,2026-09-01 09:00:00
P01069,Grocery Product 1069,GROCERY,FreshWay,SUP0098,12812.63,2026-09-01 09:00:00,2026-09-01 09:00:00
P01070,Fashion Product 1070,FASHION,Vertex,SUP0041,5297.63,2026-09-01 09:00:00,2026-09-01 09:00:00
P01071,Grocery Product 1071,GROCERY,UrbanCart,SUP0008,12936.88,2026-09-01 09:00:00,2026-09-01 09:00:00
P01072,Beauty Product 1072,BEAUTY,FreshWay,SUP0076,6549.62,2026-09-01 09:00:00,2026-09-01 09:00:00
P01073,Electronics Product 1073,ELECTRONICS,Apex,SUP0018,4795.38,2026-09-01 09:00:00,2026-09-01 09:00:00
P01074,Electronics Product 1074,ELECTRONICS,Vertex,SUP0004,2765.41,2026-09-01 09:00:00,2026-09-01 09:00:00
P01075,Home Product 1075,HOME,Vertex,SUP0088,6666.88,2026-09-01 09:00:00,2026-09-01 09:00:00
P01076,Sports Product 1076,SPORTS,Vertex,SUP0060,6567.75,2026-09-01 09:00:00,2026-09-01 09:00:00
P01077,Beauty Product 1077,BEAUTY,Apex,SUP0068,14459.97,2026-09-01 09:00:00,2026-09-01 09:00:00
P01078,Electronics Product 1078,ELECTRONICS,FreshWay,SUP0076,6323.31,2026-09-01 09:00:00,2026-09-01 09:00:00
P01079,Beauty Product 1079,BEAUTY,FreshWay,SUP0062,5988.54,2026-09-01 09:00:00,2026-09-01 09:00:00
P01080,Home Product 1080,HOME,PrimeHome,SUP0016,6068.23,2026-09-01 09:00:00,2026-09-01 09:00:00
P01081,Fashion Product 1081,FASHION,UrbanCart,SUP0038,11991.90,2026-09-01 09:00:00,2026-09-01 09:00:00
P01082,Office Product 1082,OFFICE,UrbanCart,SUP0060,7605.53,2026-09-01 09:00:00,2026-09-01 09:00:00
P01083,Electronics Product 1083,ELECTRONICS,FreshWay,SUP0061,1583.52,2026-09-01 09:00:00,2026-09-01 09:00:00
P01084,Grocery Product 1084,GROCERY,UrbanCart,SUP0097,14037.33,2026-09-01 09:00:00,2026-09-01 09:00:00
P01085,Home Product 1085,HOME,Nova,SUP0066,5190.03,2026-09-01 09:00:00,2026-09-01 09:00:00
P01086,Fashion Product 1086,FASHION,PrimeHome,SUP0067,1425.43,2026-09-01 09:00:00,2026-09-01 09:00:00
P01087,Beauty Product 1087,BEAUTY,Vertex,SUP0058,10189.15,2026-09-01 09:00:00,2026-09-01 09:00:00
P01088,Fashion Product 1088,FASHION,FreshWay,SUP0084,7114.97,2026-09-01 09:00:00,2026-09-01 09:00:00
P01089,Beauty Product 1089,BEAUTY,Apex,SUP0056,13882.24,2026-09-01 09:00:00,2026-09-01 09:00:00
P01090,Fashion Product 1090,FASHION,Zenith,SUP0078,14713.03,2026-09-01 09:00:00,2026-09-01 09:00:00
P01091,Fashion Product 1091,FASHION,Vertex,SUP0014,4139.45,2026-09-01 09:00:00,2026-09-01 09:00:00
P01092,Sports Product 1092,SPORTS,Vertex,SUP0012,3707.13,2026-09-01 09:00:00,2026-09-01 09:00:00
P01093,Sports Product 1093,SPORTS,PrimeHome,SUP0072,10816.22,2026-09-01 09:00:00,2026-09-01 09:00:00
P01094,Beauty Product 1094,BEAUTY,Nova,SUP0082,11080.83,2026-09-01 09:00:00,2026-09-01 09:00:00
P01095,Beauty Product 1095,BEAUTY,Zenith,SUP0047,1355.12,2026-09-01 09:00:00,2026-09-01 09:00:00
P01096,Sports Product 1096,SPORTS,Zenith,SUP0085,14989.75,2026-09-01 09:00:00,2026-09-01 09:00:00
P01097,Grocery Product 1097,GROCERY,Zenith,SUP0085,5946.94,2026-09-01 09:00:00,2026-09-01 09:00:00
P01098,Fashion Product 1098,FASHION,UrbanCart,SUP0093,2399.05,2026-09-01 09:00:00,2026-09-01 09:00:00
P01099,Home Product 1099,HOME,UrbanCart,SUP0083,8414.22,2026-09-01 09:00:00,2026-09-01 09:00:00
P01100,Beauty Product 1100,BEAUTY,FreshWay,SUP0018,11818.00,2026-09-01 09:00:00,2026-09-01 09:00:00
P00001,Home Product 1,GROCERY,PrimeHome,SUP0002,15928.60,2025-09-27 00:00:00,2026-09-02 11:00:00
P00002,Home Product 2,GROCERY,UrbanCart,SUP0003,15454.55,2026-03-09 00:00:00,2026-09-02 11:00:00
P00003,Beauty Product 3,BEAUTY,Nova,SUP0004,10246.93,2025-05-14 00:00:00,2026-09-02 11:00:00
P00004,Office Product 4,ELECTRONICS,UrbanCart,SUP0005,7584.73,2025-01-14 00:00:00,2026-09-02 11:00:00
P00005,Electronics Product 5,ELECTRONICS,FreshWay,SUP0006,4018.09,2025-03-22 00:00:00,2026-09-02 11:00:00
P00006,Office Product 6,FASHION,UrbanCart,SUP0007,13365.92,2026-08-22 00:00:00,2026-09-02 11:00:00
P00007,Sports Product 7,FASHION,Zenith,SUP0008,9706.95,2025-03-22 00:00:00,2026-09-02 11:00:00
P00008,Office Product 8,HOME,Nova,SUP0009,1454.89,2026-02-13 00:00:00,2026-09-02 11:00:00
P00009,Sports Product 9,GROCERY,FreshWay,SUP0010,15580.99,2025-11-22 00:00:00,2026-09-02 11:00:00
P00010,Beauty Product 10, electronics ,UrbanCart,SUP0011,11843.27,2026-02-16 00:00:00,2026-09-02 11:00:00
P00011,Beauty Product 11,ELECTRONICS,PrimeHome,SUP0012,10433.23,2026-04-05 00:00:00,2026-09-02 11:00:00
P00012,Sports Product 12,BEAUTY,FreshWay,SUP0013,54.97,2026-02-23 00:00:00,2026-09-02 11:00:00
P00013,Fashion Product 13,SPORTS,Vertex,SUP0014,6510.70,2026-04-18 00:00:00,2026-09-02 11:00:00
P00014,Sports Product 14,GROCERY,FreshWay,SUP0015,9969.43,2026-01-28 00:00:00,2026-09-02 11:00:00
P00015,Fashion Product 15,GROCERY,UrbanCart,SUP0016,6578.86,2026-01-17 00:00:00,2026-09-02 11:00:00
P00016,Home Product 16,ELECTRONICS,PrimeHome,SUP0017,10418.18,2026-08-24 00:00:00,2026-09-02 11:00:00
P00017,Fashion Product 17,GROCERY,FreshWay,SUP0018,3810.69,2025-10-10 00:00:00,2026-09-02 11:00:00
P00018,Fashion Product 18,GROCERY,PrimeHome,SUP0019,11426.79,2025-01-04 00:00:00,2026-09-02 11:00:00
P00019,Home Product 19,OFFICE,Nova,SUP0020,5148.80,2026-03-09 00:00:00,2026-09-02 11:00:00
P00020,Sports Product 20,SPORTS,Vertex,SUP0021,999.99,2025-09-05 00:00:00,2026-09-02 11:00:00
P00021,Home Product 21,ELECTRONICS,UrbanCart,SUP0022,999.99,2025-03-10 00:00:00,2026-09-02 11:00:00
P00022,,BEAUTY,Nova,SUP0023,5032.25,2026-06-29 00:00:00,2026-09-02 11:00:00
P00023,Office Product 23,home,Apex,SUP0024,8962.77,2026-04-07 00:00:00,2026-09-02 11:00:00
P00024,Beauty Product 24,FASHION,FreshWay,SUP0025,8132.53,2025-09-17 00:00:00,2026-09-02 11:00:00
P00025,Beauty Product 25,HOME,Zenith,SUP0026,4937.28,2025-09-25 00:00:00,2026-09-02 11:00:00
P00026,Grocery Product 26,HOME,PrimeHome,SUP0027,4291.61,2025-01-03 00:00:00,2026-09-02 11:00:00
P00027,Fashion Product 27,OFFICE,FreshWay,SUP0028,2742.04,2025-01-18 00:00:00,2026-09-02 11:00:00
P00028,Office Product 28,SPORTS,Vertex,SUP0029,10470.43,2025-08-20 00:00:00,2026-09-02 11:00:00
P00029,Sports Product 29,FASHION,FreshWay,SUP0030,11351.06,2025-03-26 00:00:00,2026-09-02 11:00:00
P00030,Home Product 30,OFFICE,Zenith,SUP0031,8076.95,2026-02-28 00:00:00,2026-09-02 11:00:00
P00031,Grocery Product 31,ELECTRONICS,Apex,SUP0032,14886.90,2025-04-08 00:00:00,2026-09-02 11:00:00
P00032,Fashion Product 32,GROCERY,Nova,SUP0033,2336.31,2026-06-02 00:00:00,2026-09-02 11:00:00
P00033,Grocery Product 33,HOME,Vertex,SUP0034,12525.92,2026-01-18 00:00:00,2026-09-02 11:00:00
P00034,Home Product 34,GROCERY,PrimeHome,SUP0035,15161.25,2025-03-22 00:00:00,2026-09-02 11:00:00
P00035,Fashion Product 35,GROCERY,FreshWay,SUP0036,1974.20,2026-01-09 00:00:00,2026-09-02 11:00:00
P00036,Home Product 36,SPORTS,Zenith,SUP0037,10062.53,2025-12-02 00:00:00,2026-09-02 11:00:00
P00037,Home Product 37,FASHION,FreshWay,SUP0038,12868.32,2026-06-20 00:00:00,2026-09-02 11:00:00
P00038,Sports Product 38,BEAUTY,UrbanCart,SUP0039,5882.80,2025-06-24 00:00:00,2026-09-02 11:00:00
P00039,Beauty Product 39,BEAUTY,UrbanCart,SUP0040,12291.03,2025-04-24 00:00:00,2026-09-02 11:00:00
P00040,Sports Product 40,GROCERY,Zenith,SUP0041,1621.79,2025-08-09 00:00:00,2026-09-02 11:00:00
P00041,Sports Product 41,OFFICE,PrimeHome,SUP0042,1534.58,2025-11-15 00:00:00,2026-09-02 11:00:00
P00042,Fashion Product 42,ELECTRONICS,Apex,SUP0043,15562.51,2025-02-12 00:00:00,2026-09-02 11:00:00
P00043,Office Product 43,BEAUTY,Apex,SUP0044,4237.68,2025-09-22 00:00:00,2026-09-02 11:00:00
P00044,Home Product 44,GROCERY,Nova,SUP0045,11180.81,2025-06-27 00:00:00,2026-09-02 11:00:00
P00045,Beauty Product 45,FASHION,Zenith,SUP0046,3963.96,2026-08-12 00:00:00,2026-09-02 11:00:00
P00046,Grocery Product 46,ELECTRONICS,PrimeHome,SUP0047,5130.22,2025-04-15 00:00:00,2026-09-02 11:00:00
P00047,Home Product 47,ELECTRONICS,Nova,SUP0048,4828.74,2025-07-17 00:00:00,2026-09-02 11:00:00
P00048,Grocery Product 48,GROCERY,Nova,SUP0049,5419.97,2025-04-01 00:00:00,2026-09-02 11:00:00
P00049,Home Product 49,GROCERY,Zenith,SUP0050,925.46,2025-12-31 00:00:00,2026-09-02 11:00:00
P00050,Grocery Product 50,ELECTRONICS,Apex,SUP0051,1004.78,2025-11-25 00:00:00,2026-09-02 11:00:00
