product_id,product_name,category,brand,supplier_id,unit_price,created_at,updated_at
P00067,Electronics Product 67,HOME,PrimeHome,SUP0068,3494.40,2025-01-04 00:00:00,2025-07-02 00:00:00
P00068,Beauty Product 68,GROCERY,Zenith,SUP0069,2033.40,2025-12-27 00:00:00,2026-06-15 00:00:00
P00069,Electronics Product 69,FASHION,Apex,SUP0070,2410.61,2026-04-12 00:00:00,2026-04-29 00:00:00
P00070,Fashion Product 70,FASHION,Vertex,SUP0071,13697.39,2025-02-17 00:00:00,2025-05-06 00:00:00
P00071,Home Product 71,SPORTS,Vertex,SUP0072,11038.49,2026-07-27 00:00:00,2026-10-10 00:00:00
P00072,Sports Product 72,BEAUTY,Nova,SUP0073,2213.98,2025-07-15 00:00:00,2025-10-22 00:00:00
P00073,Home Product 73,HOME,Apex,SUP0074,13519.47,2025-04-01 00:00:00,2025-04-22 00:00:00
P00074,Fashion Product 74,SPORTS,Zenith,SUP0075,9655.66,2025-12-06 00:00:00,2026-06-14 00:00:00
P00075,Fashion Product 75,SPORTS,Vertex,SUP0076,288.24,2025-05-31 00:00:00,2025-09-15 00:00:00
P00076,Home Product 76,SPORTS,Nova,SUP0077,2643.86,2025-02-14 00:00:00,2025-04-11 00:00:00
P00077,Electronics Product 77,BEAUTY,Zenith,SUP0078,5411.25,2025-09-26 00:00:00,2025-12-21 00:00:00
P00078,Home Product 78,BEAUTY,Zenith,SUP0079,6017.13,2026-05-04 00:00:00,2026-10-16 00:00:00
P00079,Electronics Product 79,FASHION,PrimeHome,SUP0080,398.24,2025-12-16 00:00:00,2026-01-16 00:00:00
P00080,Fashion Product 80,SPORTS,PrimeHome,SUP0081,4990.71,2026-05-30 00:00:00,2026-09-17 00:00:00
P00081,Grocery Product 81,ELECTRONICS,Nova,SUP0082,13513.67,2025-09-23 00:00:00,2025-12-26 00:00:00
P00082,Beauty Product 82,OFFICE,Apex,SUP0083,3347.34,2025-12-29 00:00:00,2026-05-31 00:00:00
P00083,Sports Product 83,SPORTS,PrimeHome,SUP0084,6669.82,2026-05-19 00:00:00,2026-09-03 00:00:00
P00084,Beauty Product 84,FASHION,PrimeHome,SUP0085,9370.43,2025-12-22 00:00:00,2026-03-02 00:00:00
P00085,Grocery Product 85,BEAUTY,FreshWay,SUP0086,14386.77,2025-03-17 00:00:00,2025-07-11 00:00:00
P00086,Grocery Product 86,OFFICE,PrimeHome,SUP0087,394.30,2025-05-12 00:00:00,2025-06-13 00:00:00
P00087,Office Product 87,FASHION,Zenith,SUP0088,2943.27,2025-04-11 00:00:00,2025-07-27 00:00:00
P00088,Home Product 88,BEAUTY,Zenith,SUP0089,8857.37,2025-01-10 00:00:00,2025-07-09 00:00:00
P00089,Electronics Product 89,OFFICE,PrimeHome,SUP0090,9250.21,2026-04-03 00:00:00,2026-06-06 00:00:00
P00090,Electronics Product 90,GROCERY,UrbanCart,SUP0091,1862.74,2026-06-06 00:00:00,2026-12-17 00:00:00
P00091,Office Product 91,SPORTS,PrimeHome,SUP0092,11974.70,2025-09-20 00:00:00,2025-12-21 00:00:00
P00092,Sports Product 92,GROCERY,FreshWay,SUP0093,8564.59,2025-09-09 00:00:00,2025-12-06 00:00:00
P00093,Sports Product 93,FASHION,Zenith,SUP0094,1874.43,2025-03-17 00:00:00,2025-07-22 00:00:00
P00094,Fashion Product 94,ELECTRONICS,UrbanCart,SUP0095,3538.71,2026-07-31 00:00:00,2026-11-30 00:00:00
P00095,Sports Product 95,GROCERY,PrimeHome,SUP0096,5408.19,2025-05-12 00:00:00,2025-06-14 00:00:00
P00096,Beauty Product 96,GROCERY,FreshWay,SUP0097,891.62,2026-02-23 00:00:00,2026-07-27 00:00:00
P00097,Fashion Product 97,GROCERY,Apex,SUP0098,9879.74,2025-12-06 00:00:00,2026-03-26 00:00:00
P00098,Electronics Product 98,OFFICE,PrimeHome,SUP0099,3874.92,2026-05-21 00:00:00,2026-10-08 00:00:00
P00099,Beauty Product 99,OFFICE,FreshWay,SUP0100,7954.37,2026-06-14 00:00:00,2026-10-07 00:00:00
P00100,Beauty Product 100,FASHION,FreshWay,SUP0001,2281.28,2025-12-06 00:00:00,2026-01-27 00:00:00
P00101,Office Product 101,FASHION,FreshWay,SUP0002,8045.20,2026-01-12 00:00:00,2026-03-10 00:00:00
P00102,Sports Product 102,GROCERY,FreshWay,SUP0003,8070.99,2025-06-12 00:00:00,2025-06-22 00:00:00
P00103,Sports Product 103,GROCERY,Apex,SUP0004,3719.77,2025-04-24 00:00:00,2025-06-26 00:00:00
P00104,Beauty Product 104,SPORTS,PrimeHome,SUP0005,5175.58,2025-02-12 00:00:00,2025-07-09 00:00:00
P00105,Fashion Product 105,OFFICE,Vertex,SUP0006,7300.13,2025-11-02 00:00:00,2026-02-24 00:00:00
P00106,Sports Product 106,ELECTRONICS,PrimeHome,SUP0007,14238.90,2026-05-23 00:00:00,2026-08-12 00:00:00
P00107,Office Product 107,SPORTS,Apex,SUP0008,7220.47,2025-11-28 00:00:00,2026-02-14 00:00:00
P00108,Sports Product 108,HOME,Zenith,SUP0009,8643.88,2025-10-15 00:00:00,2026-01-18 00:00:00
P00109,Electronics Product 109,GROCERY,UrbanCart,SUP0010,9560.87,2025-05-31 00:00:00,2025-06-30 00:00:00
P00110,Home Product 110,HOME,FreshWay,SUP0011,11820.01,2026-05-05 00:00:00,2026-08-07 00:00:00
P00111,Sports Product 111,FASHION,PrimeHome,SUP0012,7353.74,2025-06-12 00:00:00,2025-11-06 00:00:00
P00112,Home Product 112,ELECTRONICS,FreshWay,SUP0013,1012.33,2026-04-14 00:00:00,2026-10-03 00:00:00
P00113,Sports Product 113,BEAUTY,FreshWay,SUP0014,13315.47,2025-10-26 00:00:00,2025-12-15 00:00:00
P00114,Beauty Product 114,HOME,Zenith,SUP0015,1848.49,2026-03-15 00:00:00,2026-09-07 00:00:00
P00115,Office Product 115,SPORTS,PrimeHome,SUP0016,7420.65,2025-05-01 00:00:00,2025-07-15 00:00:00
P00116,Grocery Product 116,HOME,PrimeHome,SUP0017,6123.57,2025-12-09 00:00:00,2026-03-10 00:00:00
P00117,Office Product 117,HOME,Zenith,SUP0018,9637.83,2025-03-15 00:00:00,2025-06-12 00:00:00
P00118,Sports Product 118,BEAUTY,Vertex,SUP0019,7964.36,2025-04-25 00:00:00,2025-08-22 00:00:00
P00119,Fashion Product 119,ELECTRONICS,Zenith,SUP0020,794.81,2025-09-01 00:00:00,2025-11-02 00:00:00
P00120,Fashion Product 120,SPORTS,Zenith,SUP0021,2796.10,2025-12-26 00:00:00,2026-02-02 00:00:00
P00121,Office Product 121,GROCERY,Zenith,SUP0022,612.71,2026-02-10 00:00:00,2026-08-27 00:00:00
P00122,Sports Product 122,BEAUTY,FreshWay,SUP0023,9607.56,2025-12-02 00:00:00,2026-01-25 00:00:00
P00123,Grocery Product 123,GROCERY,PrimeHome,SUP0024,4247.43,2025-10-15 00:00:00,2026-03-12 00:00:00
P00124,Home Product 124,OFFICE,FreshWay,SUP0025,9023.03,2025-08-09 00:00:00,2025-12-19 00:00:00
P00125,Beauty Product 125,SPORTS,Nova,SUP0026,8537.50,2026-01-26 00:00:00,2026-06-18 00:00:00
P00126,Beauty Product 126,FASHION,FreshWay,SUP0027,787.25,2025-09-18 00:00:00,2025-10-19 00:00:00
P00127,Electronics Product 127,HOME,Nova,SUP0028,11914.83,2026-06-03 00:00:00,2026-08-02 00:00:00
P00128,Sports Product 128,ELECTRONICS,Nova,SUP0029,12585.65,2025-11-04 00:00:00,2026-02-07 00:00:00
P00129,Beauty Product 129,FASHION,Apex,SUP0030,5652.18,2025-08-13 00:00:00,2026-01-04 00:00:00
P00130,Beauty Product 130,FASHION,Vertex,SUP0031,1609.69,2026-02-13 00:00:00,2026-05-22 00:00:00
P00131,Home Product 131,HOME,Vertex,SUP0032,13217.23,2025-12-01 00:00:00,2026-03-09 00:00:00
P00132,Sports Product 132,GROCERY,Vertex,SUP0033,661.50,2025-09-08 00:00:00,2026-01-07 00:00:00
P00133,Office Product 133,HOME,FreshWay,SUP0034,12379.20,2026-05-12 00:00:00,2026-09-02 00:00:00
P00134,Beauty Product 134,GROCERY,Nova,SUP0035,9455.44,2025-05-22 00:00:00,2025-07-23 00:00:00
P00135,Fashion Product 135,OFFICE,Zenith,SUP0036,4518.74,2026-02-09 00:00:00,2026-07-15 00:00:00
P00136,Electronics Product 136,SPORTS,FreshWay,SUP0037,2339.70,2025-03-06 00:00:00,2025-07-29 00:00:00
P00137,Beauty Product 137,BEAUTY,FreshWay,SUP0038,9416.73,2025-12-24 00:00:00,2026-06-26 00:00:00
P00138,Office Product 138,SPORTS,UrbanCart,SUP0039,11081.05,2025-06-07 00:00:00,2025-07-30 00:00:00
P00139,Home Product 139,HOME,FreshWay,SUP0040,13296.70,2025-03-29 00:00:00,2025-09-21 00:00:00
P00140,Sports Product 140,GROCERY,Zenith,SUP0041,343.17,2025-08-11 00:00:00,2025-12-26 00:00:00
P00141,Home Product 141,OFFICE,UrbanCart,SUP0042,8257.89,2026-04-10 00:00:00,2026-05-12 00:00:00
P00142,Beauty Product 142,GROCERY,Vertex,SUP0043,3934.33,2025-06-12 00:00:00,2025-11-24 00:00:00
P00143,Beauty Product 143,BEAUTY,FreshWay,SUP0044,7704.38,2026-01-15 00:00:00,2026-04-08 00:00:00
P00144,Electronics Product 144,BEAUTY,PrimeHome,SUP0045,9162.18,2026-02-09 00:00:00,2026-02-24 00:00:00
P00145,Office Product 145,HOME,Nova,SUP0046,10011.24,2026-05-08 00:00:00,2026-10-09 00:00:00
P00146,Electronics Product 146,SPORTS,PrimeHome,SUP0047,1016.88,2026-08-07 00:00:00,2026-12-18 00:00:00
P00147,Home Product 147,ELECTRONICS,Apex,SUP0048,8610.17,2026-01-19 00:00:00,2026-07-24 00:00:00
P00148,Home Product 148,ELECTRONICS,Zenith,SUP0049,4636.94,2025-10-11 00:00:00,2025-12-02 00:00:00
P00149,Grocery Product 149,FASHION,Nova,SUP0050,6470.19,2025-12-14 00:00:00,2026-03-04 00:00:00
P00150,Grocery Product 150,SPORTS,Zenith,SUP0051,10110.81,2026-07-09 00:00:00,2026-09-19 00:00:00
P00151,Office Product 151,FASHION,UrbanCart,SUP0052,9961.31,2026-06-14 00:00:00,2026-10-23 00:00:00
P00152,Beauty Product 152,BEAUTY,Vertex,SUP0053,5290.05,2025-10-06 00:00:00,2026-01-05 00:00:00
P00153,Electronics Product 153,BEAUTY,Nova,SUP0054,5456.59,2026-08-20 00:00:00,2026-11-15 00:00:00
P00154,Fashion Product 154,OFFICE,FreshWay,SUP0055,3193.19,2025-09-27 00:00:00,2025-12-24 00:00:00
P00155,Office Product 155,BEAUTY,PrimeHome,SUP0056,7087.72,2025-08-16 00:00:00,2025-12-30 00:00:00
P00156,Home Product 156,OFFICE,Vertex,SUP0057,12020.51,2025-04-15 00:00:00,2025-06-08 00:00:00
P00157,Fashion Product 157,ELECTRONICS,Zenith,SUP0058,8754.83,2025-05-25 00:00:00,2025-11-07 00:00:00
P00158,Beauty Product 158,BEAUTY,FreshWay,SUP0059,3652.82,2025-02-25 00:00:00,2025-04-04 00:00:00
P00159,Grocery Product 159,HOME,PrimeHome,SUP0060,6984.00,2025-12-21 00:00:00,2026-01-31 00:00:00
P00160,Fashion Product 160,ELECTRONICS,Nova,SUP0061,1889.89,2025-02-22 00:00:00,2025-05-28 00:00:00
P00161,Beauty Product 161,BEAUTY,Zenith,SUP0062,3469.31,2025-09-16 00:00:00,2025-12-08 00:00:00
P00162,Grocery Product 162,FASHION,Nova,SUP0063,12288.78,2025-09-27 00:00:00,2026-03-24 00:00:00
P00163,Fashion Product 163,SPORTS,Vertex,SUP0064,2045.70,2025-09-26 00:00:00,2026-01-04 00:00:00
P00164,Beauty Product 164,SPORTS,UrbanCart,SUP0065,6049.30,2026-01-10 00:00:00,2026-02-15 00:00:00
P00165,Home Product 165,HOME,FreshWay,SUP0066,14497.74,2025-08-17 00:00:00,2026-02-05 00:00:00
P00166,Home Product 166,ELECTRONICS,Vertex,SUP0067,8032.81,2026-05-15 00:00:00,2026-11-07 00:00:00
P00167,Beauty Product 167,GROCERY,PrimeHome,SUP0068,9994.61,2026-01-19 00:00:00,2026-03-08 00:00:00
P00168,Office Product 168,GROCERY,PrimeHome,SUP0069,5532.44,2025-09-01 00:00:00,2025-12-15 00:00:00
P00169,Sports Product 169,ELECTRONICS,Zenith,SUP0070,11639.94,2025-12-24 00:00:00,2026-06-01 00:00:00
P00170,Beauty Product 170,FASHION,PrimeHome,SUP0071,4556.11,2025-12-19 00:00:00,2026-05-02 00:00:00
P00171,Sports Product 171,ELECTRONICS,FreshWay,SUP0072,6161.32,2026-01-06 00:00:00,2026-01-27 00:00:00
P00172,Office Product 172,SPORTS,Zenith,SUP0073,13640.80,2025-06-09 00:00:00,2025-11-26 00:00:00
P00173,Office Product 173,GROCERY,Vertex,SUP0074,2556.28,2025-05-01 00:00:00,2025-07-04 00:00:00
P00174,Beauty Product 174,ELECTRONICS,UrbanCart,SUP0075,322.73,2025-11-06 00:00:00,2025-12-12 00:00:00
P00175,Beauty Product 175,OFFICE,PrimeHome,SUP0076,14956.51,2025-09-15 00:00:00,2026-01-16 00:00:00
P00176,Home Product 176,FASHION,Vertex,SUP0077,10058.14,2025-04-09 00:00:00,2025-08-22 00:00:00
P00177,Home Product 177,ELECTRONICS,PrimeHome,SUP0078,5272.03,2025-09-09 00:00:00,2025-12-09 00:00:00
P00178,Home Product 178,ELECTRONICS,PrimeHome,SUP0079,10707.38,2026-08-09 00:00:00,2026-12-24 00:00:00
P00179,Home Product 179,FASHION,Zenith,SUP0080,6066.21,2025-10-18 00:00:00,2025-11-28 00:00:00
P00180,Electronics Product 180,GROCERY,PrimeHome,SUP0081,12378.45,2026-04-18 00:00:00,2026-05-23 00:00:00
P00181,Electronics Product 181,BEAUTY,UrbanCart,SUP0082,9255.83,2025-01-20 00:00:00,2025-02-06 00:00:00
P00182,Office Product 182,ELECTRONICS,Vertex,SUP0083,11258.08,2025-02-10 00:00:00,2025-05-29 00:00:00
P00183,Sports Product 183,OFFICE,FreshWay,SUP0084,4082.17,2026-04-17 00:00:00,2026-05-05 00:00:00
P00184,Sports Product 184,BEAUTY,FreshWay,SUP0085,8980.87,2026-05-16 00:00:00,2026-10-08 00:00:00
P00185,Home Product 185,FASHION,Nova,SUP0086,5998.13,2025-11-17 00:00:00,2026-05-26 00:00:00
P00186,Electronics Product 186,FASHION,Zenith,SUP0087,5509.22,2025-06-09 00:00:00,2025-08-18 00:00:00
P00187,Office Product 187,OFFICE,PrimeHome,SUP0088,6392.10,2026-07-17 00:00:00,2026-11-06 00:00:00
P00188,Home Product 188,GROCERY,Zenith,SUP0089,6455.12,2025-09-13 00:00:00,2025-11-23 00:00:00
P00189,Fashion Product 189,OFFICE,UrbanCart,SUP0090,10563.30,2026-01-12 00:00:00,2026-06-23 00:00:00
P00190,Electronics Product 190,BEAUTY,Nova,SUP0091,6844.10,2026-02-22 00:00:00,2026-04-07 00:00:00
P00191,Sports Product 191,GROCERY,UrbanCart,SUP0092,11697.40,2026-07-01 00:00:00,2026-09-03 00:00:00
P00192,Office Product 192,HOME,Zenith,SUP0093,1641.73,2025-08-25 00:00:00,2025-10-23 00:00:00
P00193,Electronics Product 193,HOME,Apex,SUP0094,754.57,2025-01-08 00:00:00,2025-05-17 00:00:00
P00194,Grocery Product 194,BEAUTY,FreshWay,SUP0095,4680.85,2025-11-14 00:00:00,2026-04-30 00:00:00
P00195,Beauty Product 195,BEAUTY,Zenith,SUP0096,10101.96,2025-08-21 00:00:00,2025-10-27 00:00:00
P00196,Beauty Product 196,FASHION,Zenith,SUP0097,10921.34,2025-11-18 00:00:00,2026-03-13 00:00:00
P00197,Office Product 197,OFFICE,Nova,SUP0098,14262.88,2026-03-29 00:00:00,2026-06-15 00:00:00
P00198,Electronics Product 198,GROCERY,FreshWay,SUP0099,11526.28,2026-06-17 00:00:00,2026-12-14 00:00:00
P00199,Fashion Product 199,ELECTRONICS,Vertex,SUP0100,10119.49,2025-01-12 00:00:00,2025-03-21 00:00:00
P00200,Office Product 200,FASHION,Vertex,SUP0001,12660.04,2026-01-08 00:00:00,2026-06-10 00:00:00
P00201,Beauty Product 201,OFFICE,Nova,SUP0002,7729.31,2025-06-07 00:00:00,2025-09-12 00:00:00
P00202,Fashion Product 202,BEAUTY,Apex,SUP0003,13459.06,2025-07-05 00:00:00,2025-11-12 00:00:00
P00203,Fashion Product 203,OFFICE,Zenith,SUP0004,1071.23,2025-09-28 00:00:00,2026-02-14 00:00:00
P00204,Beauty Product 204,BEAUTY,PrimeHome,SUP0005,1600.11,2026-06-20 00:00:00,2026-08-01 00:00:00
P00205,Grocery Product 205,OFFICE,Zenith,SUP0006,2535.39,2025-05-12 00:00:00,2025-07-28 00:00:00
P00206,Home Product 206,OFFICE,Apex,SUP0007,12086.30,2025-06-20 00:00:00,2025-07-21 00:00:00
P00207,Sports Product 207,BEAUTY,Zenith,SUP0008,9646.57,2025-04-21 00:00:00,2025-09-23 00:00:00
P00208,Office Product 208,HOME,Zenith,SUP0009,9299.51,2025-05-31 00:00:00,2025-08-27 00:00:00
P00209,Office Product 209,OFFICE,UrbanCart,SUP0010,6800.00,2026-02-08 00:00:00,2026-04-26 00:00:00
P00210,Beauty Product 210,HOME,FreshWay,SUP0011,3260.81,2025-10-07 00:00:00,2026-01-20 00:00:00
P00211,Home Product 211,HOME,Nova,SUP0012,1685.16,2025-11-21 00:00:00,2025-12-25 00:00:00
P00212,Fashion Product 212,OFFICE,Zenith,SUP0013,13581.02,2026-06-30 00:00:00,2026-10-05 00:00:00
P00213,Grocery Product 213,BEAUTY,Vertex,SUP0014,2854.32,2025-03-29 00:00:00,2025-04-12 00:00:00
P00214,Grocery Product 214,ELECTRONICS,Apex,SUP0015,8311.62,2025-12-13 00:00:00,2026-06-06 00:00:00
P00215,Electronics Product 215,FASHION,PrimeHome,SUP0016,3285.00,2026-07-07 00:00:00,2027-01-17 00:00:00
P00216,Sports Product 216,HOME,Zenith,SUP0017,1540.77,2026-03-16 00:00:00,2026-06-05 00:00:00
P00217,Electronics Product 217,HOME,Vertex,SUP0018,10077.87,2026-05-24 00:00:00,2026-07-15 00:00:00
P00218,Electronics Product 218,HOME,FreshWay,SUP0019,7857.30,2025-01-29 00:00:00,2025-03-30 00:00:00
P00219,Home Product 219,HOME,Nova,SUP0020,13496.03,2025-09-06 00:00:00,2025-10-14 00:00:00
P00220,Beauty Product 220,GROCERY,PrimeHome,SUP0021,3145.53,2025-07-09 00:00:00,2025-10-26 00:00:00
P00221,Grocery Product 221,ELECTRONICS,PrimeHome,SUP0022,7251.17,2025-01-12 00:00:00,2025-05-03 00:00:00
P00222,Beauty Product 222,BEAUTY,Nova,SUP0023,10998.10,2025-10-26 00:00:00,2025-11-07 00:00:00
P00223,Fashion Product 223,FASHION,Vertex,SUP0024,6560.58,2026-03-08 00:00:00,2026-08-04 00:00:00
P00224,Office Product 224,BEAUTY,Vertex,SUP0025,2208.50,2025-08-31 00:00:00,2026-02-11 00:00:00
P00225,Electronics Product 225,BEAUTY,Vertex,SUP0026,9830.38,2026-01-18 00:00:00,2026-07-23 00:00:00
P00226,Fashion Product 226,BEAUTY,Apex,SUP0027,14378.99,2025-03-09 00:00:00,2025-07-24 00:00:00
P00227,Electronics Product 227,HOME,PrimeHome,SUP0028,7877.11,2025-05-31 00:00:00,2025-10-20 00:00:00
P00228,Sports Product 228,ELECTRONICS,FreshWay,SUP0029,4532.08,2026-02-09 00:00:00,2026-06-27 00:00:00
P00229,Office Product 229,SPORTS,Apex,SUP0030,718.51,2026-02-04 00:00:00,2026-08-04 00:00:00
