sale_id,customer_id,product_id,store_id,sale_date,quantity,unit_price,discount,payment_method
S0000046,C03062,P00641,ST003,2026-07-02 10:07:00,2,6765.73,0.15,CARD
S0000047,C04722,P00854,ST027,2026-08-13 02:32:00,7,6348.82,0.10,UPI
S0000048,C00064,P00495,ST035,2026-01-06 20:19:00,3,105.46,0.15,CARD
S0000049,C01335,P00725,ST049,2026-07-07 00:31:00,2,5516.84,0.15,NET_BANKING
S0000050,C01260,P00086,ST038,2026-04-23 06:52:00,3,394.30,0.00,CARD
S0000051,C04723,P00287,ST023,2026-03-25 04:02:00,-2,1326.71,0.00,UPI
S0000052,C01747,P00967,ST031,2026-02-07 15:31:00,6,14531.68,0.15,WALLET
S0000053,C03157,P00358,ST010,2026-08-18 08:34:00,1,7269.79,0.10,NET_BANKING
S0000054,C00560,P00109,ST045,2026-04-03 13:50:00,3,9560.87,0.00,CARD
S0000055,C00488,P00939,ST025,2026-07-09 02:27:00,6,7892.75,0.10,UPI
S0000056,C00903,P00173,ST008,2026-08-09 01:53:00,2,2556.28,0.15,UPI
S0000057,C00995,P00921,ST043,2026-03-09 21:45:00,4,10747.60,0.15,WALLET
S0000058,C01816,P00949,ST013,2026-01-31 05:20:00,6,5923.78,0.15,WALLET
S0000059,C04058,P00788,ST038,2026-03-11 01:27:00,3,14058.06,0.00,UPI
S0000060,C02331,P00810,ST043,2026-06-24 19:27:00,2,5274.62,0.00,WALLET
S0000061,C03170,P00721,ST041,2026-02-25 18:48:00,7,2539.40,0.15,UPI
S0000062,C02361,P00991,ST023,2026-01-16 11:10:00,2,240.75,0.00,CARD
S0000063,C00402,P00773,ST014,2026-08-05 00:33:00,2,11513.99,0.10,COD
S0000064,C00846,P00795,ST045,2026-01-07 08:16:00,7,123.55,0.00,WALLET
S0000065,C00618,P00719,ST045,2026-09-13 03:16:00,1,6837.75,0.15,CARD
S0000066,C03481,P00280,ST037,2026-06-16 08:17:00,6,5715.39,0.00,NET_BANKING
S0000067,C04839,P00012,ST044,2026-06-20 16:02:00,7,50.90,0.00,NET_BANKING
S0000068,C02790,P00269,ST026,2026-08-10 19:35:00,4,1436.31,0.15,WALLET
S0000069,C02854,P00937,ST037,2026-01-21 15:16:00,3,2930.83,0.15,COD
S0000070,C02499,P00081,ST010,2026-01-09 09:39:00,6,13513.67,0.10,NET_BANKING
S0000071,C03532,P00930,ST012,2026-06-11 06:43:00,5,3721.19,0.10,NET_BANKING
S0000072,C03200,P00771,ST039,2026-02-13 19:51:00,6,9138.48,0.00,UPI
S0000073,C03201,P00099,ST019,2026-09-11 04:33:00,7,7954.37,0.00,NET_BANKING
S0000074,C03075,P00301,ST034,2026-06-13 18:58:00,1,2542.44,0.00,NET_BANKING
S0000075,C04987,P00133,ST029,2026-07-18 02:07:00,7,12379.20,0.10,CARD
S0000076,C04425,P00788,ST026,2026-08-11 00:49:00,4,14058.06,0.05,WALLET
S0000077,C01045,P00535,ST018,2026-07-24 17:38:00,7,11264.22,0.10,UPI
S0000078,C03243,P00128,ST024,2026-07-13 05:53:00,8,12585.65,0.10,COD
S0000079,C01296,P00046,ST005,2026-07-06 15:08:00,4,4750.20,0.00,CARD
S0000080,C01213,P00331,ST018,2026-04-02 06:21:00,3,9971.71,0.05,NET_BANKING
S0000081,C00278,P00852,ST001,2026-06-14 23:53:00,5,9756.12,0.15,NET_BANKING
S0000082,C00513,P00900,ST029,2026-04-03 03:23:00,1,10665.28,0.05,CARD
S0000083,C02949,P00009,ST047,2026-04-27 10:12:00,2,14426.84,0.00,UPI
S0000084,C02230,P00528,ST024,2026-07-31 00:21:00,4,12190.45,0.05,CARD
S0000085,C01225,P00249,ST009,2026-03-05 00:38:00,2,10604.98,0.00,WALLET
S0000086,C02115,P00278,ST048,2026-04-26 23:06:00,5,3088.10,0.00,COD
S0000087,C00254,P00883,ST035,2026-09-06 16:14:00,5,9173.36,0.00,NET_BANKING
S0000088,C03947,P00897,ST038,2026-03-19 22:55:00,5,3588.17,0.00,CARD
S0000089,C00941,P00099,ST028,2026-03-17 07:05:00,4,7954.37,0.10,WALLET
S0000090,C04636,P00963,ST044,2026-02-11 16:06:00,1,9496.66,0.00,WALLET
S0000091,C01234,P00393,ST020,2026-03-25 13:22:00,8,7337.73,0.15,WALLET
S0000092,C03566,P00773,ST014,2026-06-20 11:32:00,8,11513.99,0.10,COD
S0000093,C02842,P00795,ST009,2026-08-02 06:49:00,5,123.55,0.15,WALLET
S0000094,C04368,P00974,ST010,2026-04-11 23:48:00,8,2875.19,0.00,COD
S0000095,C02421,P00319,ST048,2026-04-06 04:40:00,6,5444.74,0.00,COD
S0000096,C00554,P00120,ST030,2026-04-06 17:01:00,6,2796.10,0.00,CARD
S0000097,C02756,P00258,ST024,2026-04-28 17:47:00,3,9537.16,0.15,NET_BANKING
S0000098,C00059,P00163,ST017,2026-08-14 12:30:00,7,2045.70,0.10,NET_BANKING
S0000099,C00363,P00726,ST035,2026-03-07 17:34:00,8,7391.49,0.05,COD
S0000100,C04101,P00724,ST029,2026-02-10 23:42:00,3,842.59,0.00,NET_BANKING
S0000101,C01701,P00321,ST005,2026-04-21 22:58:00,7,abc,0.15,COD
S0000102,C01554,P00619,ST007,2026-07-10 22:08:00,7,14183.29,0.00,UPI
S0000103,C00283,P00673,ST031,2026-06-01 22:57:00,2,7917.40,0.05,COD
S0000104,C00032,P00226,ST041,2026-03-04 00:51:00,7,14378.99,0.00,COD
S0000105,C02345,P00945,ST023,2026-03-14 18:50:00,7,12625.76,0.05,COD
S0000106,C03780,P00725,ST020,2026-05-19 06:13:00,2,5516.84,0.15,WALLET
S0000107,C03923,P00871,ST007,2026-03-04 21:54:00,6,9556.52,0.00,CARD
S0000108,C01991,P00839,ST018,2026-08-19 05:39:00,7,14909.42,0.15,NET_BANKING
S0000109,C00756,P00030,ST002,2026-01-24 23:13:00,5,7478.66,0.00,COD
S0000110,C04914,P00309,ST039,2026-09-12 11:47:00,6,9944.41,0.15,NET_BANKING
S0000111,C00564,P00642,ST047,2026-09-17 02:53:00,8,4616.48,0.15,NET_BANKING
S0000112,C01072,P00055,ST008,2026-07-07 18:37:00,3,8397.51,0.10,WALLET
S0000113,C01781,P00262,ST030,2026-08-12 07:32:00,3,4686.95,0.10,COD
S0000114,C00369,P00598,ST014,2026-04-20 03:10:00,3,4459.15,0.00,CARD
S0000115,C04933,P00892,ST021,2026-05-16 17:02:00,8,12540.67,0.00,COD
S0000116,C01694,P00462,ST044,2026-03-02 09:46:00,4,3972.80,0.10,WALLET
S0000117,C02537,P00475,ST030,2026-08-30 23:54:00,8,1870.66,0.05,UPI
S0000118,C00148,P00471,ST015,2026-07-26 12:26:00,6,8186.09,0.10,UPI
S0000119,C03681,P00004,ST025,2026-03-13 05:54:00,3,7022.90,0.00,CARD
S0000120,C04414,P00807,ST009,2026-03-03 18:53:00,4,3804.96,0.15,NET_BANKING
S0000121,C04401,P00886,ST011,2026-09-04 17:50:00,5,2075.82,0.10,CARD
S0000122,C02142,P00437,ST046,2026-04-21 19:13:00,4,9854.53,0.00,COD
S0000123,C02951,P00740,ST042,2026-08-09 18:10:00,1,10365.11,0.10,NET_BANKING
S0000124,C03253,P00676,ST003,2026-05-20 17:22:00,4,13208.41,0.00,CARD
S0000125,C02068,P00208,ST042,2026-05-16 06:21:00,5,9299.51,0.15,WALLET
S0000126,C00922,P00094,ST034,2026-06-08 13:22:00,2,3538.71,0.00,COD
S0000127,C00970,P00186,ST002,2026-07-19 23:15:00,8,5509.22,0.15,UPI
S0000128,C00156,P00486,ST020,2026-04-26 12:16:00,2,10044.32,0.00,NET_BANKING
S0000129,C02770,P00745,ST038,2026-06-29 11:47:00,6,11887.46,0.15,COD
S0000130,C00601,P00171,ST040,2026-05-07 15:36:00,4,6161.32,0.00,CARD
S0000131,C03360,P00782,ST013,2026-07-21 10:36:00,8,13670.11,0.00,NET_BANKING
S0000132,C03779,P00410,ST028,2026-09-10 15:31:00,6,12139.70,0.15,CARD
S0000133,C04580,P00370,ST028,2026-02-06 06:53:00,5,9728.34,0.00,NET_BANKING
S0000134,C04880,P00264,ST005,2026-06-27 07:49:00,1,3453.32,0.15,WALLET
S0000135,C02440,P00819,ST012,2026-08-10 15:54:00,3,5314.55,0.00,CARD
S0000136,C04972,P00623,ST001,2026-09-08 12:07:00,6,2478.31,0.00,UPI
S0000137,C00615,P00097,ST006,2026-04-25 19:06:00,6,9879.74,0.05,WALLET
S0000138,C00002,P00991,ST020,2026-05-25 05:47:00,4,240.75,0.10,COD
S0000139,C01281,P00512,ST049,2026-02-08 08:37:00,1,11395.40,0.00,UPI
S0000140,C04298,P00885,ST026,2026-02-19 12:49:00,5,2276.62,0.10,WALLET
S0000141,C02555,P00019,ST041,2026-02-15 10:57:00,8,4767.41,0.00,WALLET
S0000142,C00220,P00678,ST025,2026-08-21 19:36:00,7,5849.17,0.10,CARD
S0000143,C03704,P00397,ST012,2026-01-19 18:43:00,7,12844.97,0.00,UPI
S0000144,C01485,P00821,ST049,2026-04-10 14:11:00,7,7398.56,0.05,CARD
S0000145,C01421,P00691,ST004,2026-07-06 16:51:00,7,11997.97,0.15,WALLET
S0000146,C01297,P00450,ST018,2026-07-05 19:30:00,2,11985.09,0.05,COD
S0000147,C03637,P00937,ST040,2026-04-11 05:49:00,8,2930.83,0.10,UPI
S0000148,C00948,P00122,ST044,2026-06-21 09:43:00,2,9607.56,0.10,NET_BANKING
S0000149,C01499,P00211,ST047,2026-07-31 00:52:00,7,1685.16,0.15,COD
S0000150,C04165,P00417,ST036,2026-08-04 02:02:00,6,4251.66,0.15,NET_BANKING
S0000151,C02841,P00206,ST033,2026-02-30 12:00:00,5,12086.30,0.00,CARD
S0000152,C03365,P00876,ST018,2026-05-20 15:03:00,3,13453.44,0.10,CARD
S0000153,C04015,P00154,ST026,2026-09-10 21:27:00,6,3193.19,0.15,NET_BANKING
S0000154,C02162,P00828,ST048,2026-06-21 16:28:00,7,6520.23,0.10,WALLET
S0000155,C04779,P00266,ST041,2026-05-16 14:47:00,2,13447.25,0.05,COD
S0000156,C01955,P00863,ST018,2026-08-15 08:55:00,6,6218.08,0.00,CARD
S0000157,C00193,P00260,ST050,2026-07-06 07:28:00,8,11471.26,0.00,WALLET
S0000158,C00046,P00663,ST036,2026-05-20 21:53:00,7,4192.70,0.05,CARD
S0000159,C02120,P00658,ST022,2026-01-14 07:28:00,6,3910.13,0.05,WALLET
S0000160,C00267,P00888,ST050,2026-09-04 16:00:00,6,2165.37,0.00,WALLET
S0000161,C01628,P00222,ST047,2026-07-10 12:37:00,4,10998.10,0.00,WALLET
S0000162,C02029,P00124,ST027,2026-07-14 09:47:00,1,9023.03,0.05,UPI
S0000163,C01814,P00487,ST030,2026-04-18 01:51:00,5,5449.32,0.00,COD
S0000164,C03165,P00002,ST014,2026-04-01 22:16:00,1,14309.77,0.05,UPI
S0000165,C01157,P00047,ST027,2026-07-04 16:14:00,8,4471.06,0.15,NET_BANKING
S0000166,C01656,P00211,ST019,2026-07-22 14:17:00,7,1685.16,0.05,NET_BANKING
S0000167,C03538,P00885,ST048,2026-01-20 07:13:00,3,2276.62,0.10,CARD
S0000168,C04673,P00842,ST040,2026-08-31 08:07:00,6,12208.32,0.15,CARD
S0000169,C00440,P00802,ST046,2026-05-26 02:03:00,2,4433.25,0.00,CARD
S0000170,C04008,P00644,ST028,2026-01-23 15:51:00,2,8264.91,0.15,COD
S0000171,C03210,P00118,ST020,2026-05-15 18:56:00,8,7964.36,0.10,WALLET
S0000172,C03845,P00650,ST013,2026-04-11 07:55:00,1,155.14,0.10,UPI
S0000173,C02062,P00270,ST014,2026-06-14 14:55:00,6,12684.63,0.05,NET_BANKING
S0000174,C04834,P00541,ST014,2026-06-24 00:51:00,6,12514.58,0.00,NET_BANKING
S0000175,C01522,P00033,ST049,2026-08-28 00:46:00,7,11598.07,0.15,NET_BANKING
S0000176,C03545,P00343,ST049,2026-08-29 01:30:00,2,4575.42,0.15,UPI
S0000177,C01311,P00965,ST039,2026-04-04 07:56:00,7,14887.52,0.00,CARD
S0000178,C00900,P00584,ST009,2026-04-07 15:29:00,5,1058.35,0.05,WALLET
S0000179,C04819,P00661,ST034,2026-06-02 21:06:00,4,12752.32,0.00,NET_BANKING
S0000180,C04101,P00422,ST029,2026-01-05 10:58:00,1,8067.73,0.10,WALLET
S0000181,C00368,P00068,ST041,2026-07-27 20:23:00,2,2033.40,0.00,NET_BANKING
S0000182,C00335,P00274,ST032,2026-01-19 14:33:00,4,13222.64,0.15,COD
S0000183,C04350,P00452,ST047,2026-05-18 16:12:00,1,3389.85,0.00,COD
S0000184,C02878,P00530,ST030,2026-04-20 13:59:00,6,1909.30,0.05,UPI
S0000185,C02385,P00889,ST017,2026-03-08 15:11:00,1,10263.87,0.15,UPI
S0000186,C00965,P00194,ST029,2026-09-17 07:50:00,7,4680.85,0.05,CARD
S0000187,C00678,P00758,ST028,2026-09-10 23:33:00,6,8501.92,0.15,WALLET
S0000188,C02188,P00849,ST017,2026-05-17 01:35:00,6,11840.46,0.15,CARD
S0000189,C01638,P00025,ST012,2026-01-18 14:40:00,6,4571.56,0.10,UPI
S0000190,C02804,P00866,ST010,2026-08-05 19:39:00,1,7507.05,0.00,COD
S0000191,C01694,P00163,ST042,2026-01-20 04:38:00,7,2045.70,0.10,CARD
S0000192,C00175,P00225,ST039,2026-03-26 07:22:00,7,9830.38,0.05,COD
S0000193,C00027,P00993,ST016,2026-01-16 14:38:00,2,11078.12,0.05,COD
S0000194,C00493,P00825,ST012,2026-08-26 06:59:00,3,4481.95,0.00,UPI
S0000195,C04992,P00150,ST023,2026-04-21 02:35:00,6,10110.81,0.00,UPI
S0000196,C01049,P00300,ST013,2026-02-10 21:34:00,3,14429.61,0.00,NET_BANKING
S0000197,C04237,P00956,ST009,2026-01-29 09:33:00,2,1818.03,0.00,WALLET
S0000198,C00459,P00244,ST023,2026-06-02 16:18:00,8,12653.48,0.00,WALLET
S0000199,C03633,P00368,ST049,2026-09-06 19:28:00,4,14776.53,0.15,WALLET
S0000200,C01232,P00964,ST018,2026-06-18 20:43:00,6,5344.88,0.00,WALLET
S0000201,C99999,P00850,ST024,2026-02-13 17:10:00,8,4390.79,0.00,CARD
S0000202,C04221,P00784,ST009,2026-08-12 08:54:00,3,13461.16,0.15,COD
S0000203,C00807,P00889,ST033,2026-06-25 05:55:00,6,10263.87,0.05,NET_BANKING
S0000204,C03431,P00703,ST050,2026-02-10 10:57:00,6,578.72,0.15,UPI
S0000205,C00440,P00250,ST033,2026-03-05 18:27:00,6,4598.66,0.05,COD
S0000206,C04111,P00760,ST030,2026-07-18 03:43:00,6,13523.24,0.00,COD
S0000207,C04542,P00525,ST019,2026-02-28 22:54:00,6,10778.97,0.00,WALLET
S0000208,C01116,P00586,ST042,2026-05-11 09:26:00,5,3287.74,0.00,CARD
S0000209,C02724,P00940,ST002,2026-08-16 13:38:00,6,10304.16,0.05,COD
S0000210,C01724,P00616,ST024,2026-06-20 16:32:00,2,114.05,0.00,WALLET
S0000211,C01099,P00775,ST043,2026-03-20 14:28:00,6,7767.36,0.05,NET_BANKING
S0000212,C03703,P00787,ST041,2026-09-12 15:17:00,6,12290.08,0.15,CARD
S0000213,C02326,P00379,ST046,2026-03-02 04:13:00,8,1917.87,0.00,COD
S0000214,C04808,P00755,ST016,2026-09-05 19:30:00,1,13881.05,0.00,NET_BANKING
S0000215,C02335,P00064,ST022,2026-07-06 19:18:00,5,9773.23,0.15,NET_BANKING
S0000216,C02173,P00473,ST047,2026-02-24 13:27:00,3,671.21,0.00,WALLET
S0000217,C03456,P00350,ST043,2026-09-08 03:09:00,6,12905.92,0.05,WALLET
S0000218,C02815,P00227,ST002,2026-03-28 14:27:00,8,7877.11,0.05,WALLET
S0000219,C00171,P00752,ST025,2026-06-04 03:50:00,3,10993.54,0.00,NET_BANKING
S0000220,C03955,P00152,ST026,2026-07-04 06:51:00,2,5290.05,0.05,COD
S0000221,C00928,P00972,ST045,2026-04-14 08:06:00,8,11724.34,0.00,UPI
S0000222,C02318,P00348,ST024,2026-06-22 17:15:00,5,6541.94,0.05,COD
S0000223,C02755,P00638,ST024,2026-08-11 05:07:00,7,8964.05,0.15,CARD
S0000224,C03056,P00209,ST043,2026-09-05 22:55:00,7,6800.00,0.10,WALLET
S0000225,C04592,P00056,ST040,2026-07-02 00:19:00,2,12872.42,0.00,WALLET
S0000226,C00417,P00428,ST019,2026-04-13 02:30:00,2,11541.27,0.05,COD
S0000227,C03863,P00697,ST036,2026-06-14 05:05:00,8,10439.87,0.15,CARD
S0000228,C03203,P00229,ST036,2026-07-16 01:49:00,4,718.51,0.00,NET_BANKING
S0000229,C04289,P00037,ST037,2026-09-17 17:22:00,1,11915.11,0.00,UPI
S0000230,C03046,P00378,ST049,2026-04-11 19:05:00,2,14078.19,0.00,COD
S0000231,C01677,P00862,ST012,2026-01-23 05:25:00,5,12635.93,0.00,UPI
S0000232,C01556,P00626,ST044,2026-05-02 22:13:00,7,4597.20,0.00,NET_BANKING
S0000233,C00349,P00602,ST012,2026-01-02 21:42:00,4,10282.25,0.15,WALLET
S0000234,C03667,P00652,ST034,2026-03-28 20:04:00,4,7213.51,0.15,COD
S0000235,C03685,P00291,ST034,2026-02-20 13:49:00,8,3274.34,0.10,NET_BANKING
S0000236,C02237,P00255,ST009,2026-01-05 17:14:00,5,6191.54,0.15,UPI
S0000237,C02409,P00191,ST012,2026-07-27 13:18:00,8,11697.40,0.05,CARD
S0000238,C03384,P00746,ST020,2026-05-21 00:16:00,8,8367.69,0.15,CARD
S0000239,C01364,P00785,ST049,2026-09-11 19:52:00,7,8966.99,0.10,CARD
S0000240,C04866,P00453,ST042,2026-06-17 16:05:00,8,7401.19,0.10,COD
S0000241,C04993,P00280,ST037,2026-03-28 09:24:00,8,5715.39,0.00,COD
S0000242,C02108,P00955,ST025,2026-04-22 18:39:00,6,5719.71,0.00,UPI
S0000243,C02680,P00830,ST022,2026-08-12 12:19:00,3,8076.01,0.00,WALLET
S0000244,C00084,P00286,ST010,2026-07-13 18:48:00,1,2796.88,0.15,WALLET
S0000245,C03073,P00825,ST018,2026-07-18 12:26:00,2,4481.95,0.00,WALLET
S0000246,C01140,P00187,ST037,2026-03-16 07:42:00,3,6392.10,0.05,NET_BANKING
S0000247,C04020,P00574,ST009,2026-04-06 01:14:00,8,8927.79,0.00,CARD
S0000248,C04572,P00498,ST050,2026-05-19 01:24:00,2,302.97,0.00,WALLET
S0000249,C04030,P00424,ST020,2026-06-17 15:32:00,4,12370.62,0.00,COD
S0000250,C02701,P00807,ST021,2026-07-17 21:51:00,6,3804.96,0.10,NET_BANKING
S0000251,C03047,P99999,ST030,2026-09-15 12:35:00,1,9801.28,0.00,COD
S0000252,C00550,P00346,ST048,2026-03-09 12:40:00,8,10411.85,0.10,COD
S0000253,C02093,P00655,ST039,2026-05-16 06:26:00,4,8138.00,0.00,NET_BANKING
S0000254,C03012,P00038,ST027,2026-02-24 08:27:00,6,5447.04,0.00,COD
S0000255,C02075,P00819,ST012,2026-01-22 01:18:00,3,5314.55,0.00,WALLET
S0000256,C03630,P00442,ST017,2026-08-22 22:06:00,6,12602.76,0.00,UPI
S0000257,C02669,P00256,ST006,2026-02-17 18:33:00,6,1987.06,0.00,COD
S0000258,C03065,P00419,ST041,2026-02-21 07:14:00,6,11021.19,0.15,COD
S0000259,C04452,P00051,ST006,2026-05-15 06:58:00,3,8015.72,0.00,WALLET
S0000260,C03898,P00513,ST028,2026-07-30 22:13:00,3,2594.81,0.10,WALLET
S0000261,C00391,P00709,ST050,2026-05-23 04:13:00,4,14344.98,0.15,UPI
S0000262,C03295,P00002,ST003,2026-09-16 19:04:00,8,14309.77,0.00,UPI
S0000263,C01238,P00373,ST009,2026-02-11 16:17:00,6,11139.22,0.10,COD
S0000264,C03330,P00595,ST024,2026-01-11 10:54:00,3,6648.58,0.10,UPI
S0000265,C01477,P00721,ST023,2026-08-08 03:07:00,5,2539.40,0.00,COD
S0000266,C04128,P00926,ST013,2026-01-23 09:55:00,1,11337.89,0.10,NET_BANKING
S0000267,C03001,P00750,ST008,2026-04-24 01:27:00,2,10881.74,0.00,WALLET
S0000268,C01255,P00770,ST009,2026-02-25 12:35:00,8,6385.04,0.05,COD
S0000269,C01648,P00823,ST030,2026-02-26 09:28:00,4,13235.97,0.00,UPI
S0000270,C02014,P00291,ST006,2026-03-06 14:18:00,4,3274.34,0.00,CARD
S0000271,C03482,P00424,ST027,2026-06-29 12:54:00,1,12370.62,0.00,CARD
S0000272,C03291,P00207,ST006,2026-07-31 11:21:00,1,9646.57,0.10,CARD
S0000273,C03717,P00257,ST021,2026-06-19 10:09:00,7,14449.49,0.10,CARD
S0000274,C00444,P00916,ST044,2026-05-04 12:40:00,8,1771.51,0.00,CARD
S0000275,C02573,P00466,ST008,2026-01-04 00:56:00,6,4444.00,0.10,WALLET
S0000276,C00342,P00500,ST028,2026-01-02 10:29:00,2,13885.62,0.00,CARD
S0000277,C04281,P00086,ST006,2026-07-16 14:55:00,4,394.30,0.00,CARD
S0000278,C01538,P00374,ST037,2026-04-28 22:58:00,4,688.46,0.00,COD
S0000279,C04340,P00280,ST019,2026-06-13 02:55:00,7,5715.39,0.05,NET_BANKING
S0000280,C00460,P00838,ST029,2026-06-01 06:09:00,2,11094.78,0.15,CARD
S0000281,C01212,P00033,ST018,2026-04-01 12:43:00,5,11598.07,0.10,WALLET
S0000282,C02739,P00803,ST041,2026-06-19 23:07:00,1,4458.92,0.00,UPI
S0000283,C00564,P00312,ST050,2026-02-03 10:45:00,5,5466.28,0.15,WALLET
S0000284,C02590,P00034,ST007,2026-01-26 19:14:00,4,14038.19,0.05,NET_BANKING
S0000285,C02991,P00794,ST047,2026-05-07 07:26:00,4,9152.31,0.00,UPI
S0000286,C03949,P00324,ST046,2026-07-08 22:19:00,4,2603.61,0.10,UPI
S0000287,C04733,P00003,ST035,2026-05-25 03:25:00,5,9487.90,0.00,NET_BANKING
S0000288,C03678,P00952,ST003,2026-03-17 03:50:00,8,7725.11,0.00,COD
S0000289,C00504,P00452,ST008,2026-04-05 10:45:00,3,3389.85,0.15,CARD
S0000290,C01739,P00884,ST041,2026-08-29 02:28:00,6,13619.78,0.10,WALLET
S0000291,C03720,P00112,ST025,2026-08-16 11:02:00,6,1012.33,0.15,UPI
S0000292,C01940,P00506,ST045,2026-05-03 00:48:00,2,4110.78,0.00,COD
S0000293,C02975,P00739,ST038,2026-02-12 12:38:00,4,5997.32,0.00,UPI
S0000294,C04824,P00500,ST014,2026-07-12 09:41:00,8,13885.62,0.00,WALLET
S0000295,C02112,P00617,ST047,2026-06-03 01:24:00,6,11028.99,0.05,COD
S0000296,C01223,P00848,ST048,2026-06-21 18:12:00,6,12246.43,0.10,UPI
S0000297,C04076,P00680,ST025,2026-07-08 00:36:00,5,6161.56,0.10,CARD
S0000298,C00102,P00891,ST031,2026-06-14 13:09:00,3,2634.44,0.10,UPI
S0000299,C01312,P00595,ST027,2026-01-14 04:59:00,7,6648.58,0.00,UPI
S0000300,C03573,P00575,ST033,2026-01-11 23:07:00,1,10494.08,0.15,CARD
S0000301,C00027,P00447,ST999,2026-02-04 18:17:00,1,13780.12,0.15,UPI
S0000302,C03829,P00670,ST004,2026-01-26 06:08:00,8,12195.01,0.10,CARD
S0000303,C00198,P00541,ST023,2026-08-25 14:52:00,8,12514.58,0.10,UPI
S0000304,C02274,P00087,ST043,2026-08-26 04:44:00,7,2943.27,0.15,CARD
